OBJECTID,Latitude,Longitude,Depth,Magnitude,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,T1_x,T1_y,T1_z,T1_az,T1_pl,T1_theta,P1_x,P1_y,P1_z,P1_az,P1_pl,P1_theta,B1_x,B1_y,B1_z,B1_az,B1_pl,B1_theta,tipo_falla1,T2_x,T2_y,T2_z,T2_az,T2_pl,T2_theta,P2_x,P2_y,P2_z,P2_az,P2_pl,P2_theta,B2_x,B2_y,B2_z,B2_az,B2_pl,B2_theta,tipo_falla2,ZONA
50,5.19,-82.38,15,5.64,348.5,75.5,123.5,237.8,36.2,-154.9,-0.275393195,0.603977717,-0.747910092,335.4886355,48.40966644,41.59033356,-0.548361296,-0.737703364,-0.393819294,216.6247422,23.19235679,66.80764321,0.789593869,-0.301669793,-0.53435649,110.9097023,32.30028067,57.69971933,OBLICUA,-0.899429055,-0.190322304,0.393452406,258.052258,23.16948949,66.83051051,-0.192652521,-0.635403241,-0.747761812,196.8671597,48.39686929,41.60313071,-0.392316685,0.748358297,-0.534834065,332.3348342,32.33265882,57.66734118,OBLICUA,1
51,7.49,-82.38,15,5.49,90.8,60.4,92.4,275.7,29.7,-94.2,-0.265423143,-0.033319692,-0.963556098,262.8448469,74.48406618,15.51593382,0.964108517,-0.016151076,-0.265016811,90.95974875,15.3679517,74.6320483,0.006732189,0.999314235,-0.036410669,0.385984889,2.086638868,87.91336113,INVERSA,-0.953003404,-0.147166942,0.264813902,261.2214777,15.35589511,74.64410489,-0.255783521,-0.077575146,-0.963616567,253.1282691,74.49702298,15.50297702,-0.162355481,0.9860649,-0.0362865,350.650144,2.079519806,87.92048019,NORMAL,1
52,6.69,-82.64,15,5.95,85.1,84.3,-115.7,186.8,26.3,13,-0.790282641,-0.240016959,0.563777622,253.1059251,34.31745019,55.68254981,-0.611795465,0.360217454,-0.704236959,300.4890401,44.76793206,45.23206794,0.034053726,0.901462836,0.431514888,2.163380897,25.56373719,64.43626281,OBLICUA,-0.663925526,-0.25107717,-0.704388494,249.2848515,44.78016259,45.21983741,0.738117131,-0.371112323,-0.563434774,116.6924463,34.29366967,55.70633033,0.119941642,0.893999943,-0.431715305,7.641339792,25.57646705,64.42353295,OBLICUA,1
53,6.77,-82.31,15,6,356.1,73.7,95.7,195.7,17.2,-108.8,-0.037337754,0.484867131,-0.873790454,355.5965626,60.90214789,29.09785211,-0.129659646,-0.869359241,-0.476867788,188.4827892,28.48103132,61.51896868,0.990855322,-0.095490189,-0.095327621,95.50467927,5.470176716,84.52982328,INVERSA,-0.44899082,0.755222324,0.477542129,329.2678918,28.52499725,61.47500275,-0.335827246,0.35263009,-0.873425487,316.3981127,60.85917668,29.14082332,0.82802615,0.552531683,-0.09529656,56.28530457,5.468388909,84.53161109,NORMAL,1
54,5.29,-82.51,15,5.84,96.9,75.7,78.6,237.7,18.2,-52.2,-0.527056912,0.077003605,-0.846334128,278.3121679,57.81515964,32.18484036,0.833412973,0.241638551,-0.497024774,73.8310886,29.80335509,60.19664491,-0.166234253,0.967306185,0.191533072,350.2488119,11.04226607,78.95773393,INVERSA,-0.403737661,0.767961921,0.497222675,332.2679215,29.81642312,60.18357688,-0.030378512,0.531934065,-0.846240684,356.7314145,57.80510961,32.19489039,0.914370301,0.35676412,0.191432275,68.68553085,11.03638192,78.96361808,NORMAL,1
55,5.6,-82.5,15,5.35,86.4,90,-180,356.4,90,-180,-0.75011107,-0.661311865,4.32978E-17,228.6,0,90,-0.661311865,0.75011107,-1.29893E-16,318.6,0,90,-5.34219E-17,1.26068E-16,1,337.0349488,90,0,TRANSCURRENTE,-0.661311865,0.75011107,4.32978E-17,318.6,0,90,0.75011107,0.661311865,-1.29893E-16,48.6,0,90,1.26068E-16,5.34219E-17,1,67.03494882,90,0,TRANSCURRENTE,1
56,7.7,-82.21,23,6.06,90.3,79.3,91.3,277.3,10.8,-96.8,-0.563468118,-0.018992926,-0.825919456,268.0694512,55.68182109,34.31817891,0.826137176,-0.011716904,-0.563347211,90.8125577,34.28759722,55.71240278,-0.001022393,0.99975096,-0.022292864,359.9414066,1.277392857,88.72260714,INVERSA,-0.804891809,-0.187517445,0.563015438,256.8856003,34.26459298,55.73540702,-0.542042563,-0.15384568,-0.826148514,254.1546884,55.70510633,34.29489367,-0.241534751,0.970138503,-0.022186691,346.0193483,1.271308084,88.72869192,NORMAL,1
57,6.57,-82.27,15,5.76,357,70.2,92.6,184.6,20,-97.2,-0.009736046,0.427120764,-0.904142169,358.6941919,64.70799437,25.29200563,-0.079374601,-0.90166203,-0.425094408,185.0308608,25.1566393,64.8433607,0.996797312,-0.067627185,-0.042681163,93.88125412,2.446193595,87.55380641,INVERSA,-0.160603219,0.891058299,0.42452528,349.7827777,25.12061888,64.87938112,-0.121811839,0.408926797,-0.904400769,343.412165,64.74269724,25.25730276,0.979473574,0.19696188,-0.042866491,78.63005567,2.456821797,87.5431782,NORMAL,1
58,7.68,-82.83,15,5.74,355.5,61.4,105.5,205.6,32.2,-116.1,-0.165265415,0.308569842,-0.936734752,331.8271606,69.51023802,20.48976198,-0.262684578,-0.929257981,-0.259762234,195.7846468,15.05595444,74.94404556,0.950623035,-0.203136059,-0.234630745,102.0619711,13.56985744,76.43014256,INVERSA,-0.675530031,0.689981062,0.259971751,315.6063314,15.06838594,74.93161406,-0.34990984,0.010359298,-0.936726101,271.6957818,69.50882209,20.49117791,0.649016395,0.723753286,-0.234433147,41.88375605,13.55821107,76.44178893,NORMAL,1
59,6.55,-82.59,15,5.71,344.7,78.9,143.7,246.7,54.5,-166.3,-0.387849829,0.741924662,-0.546918921,332.401153,33.15589378,56.84410622,-0.754041606,-0.596647028,-0.274651745,231.6466507,15.94126152,74.05873848,0.530088452,-0.305875989,-0.790851511,119.9861585,52.26515787,37.73484213,OBLICUA,-0.88977344,-0.364793302,0.274279187,247.707132,15.91906301,74.08093699,0.167664378,-0.820197975,-0.546958809,168.4468017,33.15862369,56.84137631,-0.424490144,0.440682572,-0.790953215,316.0722131,52.27468039,37.72531961,TRANSCURRENTE,1
60,5.86,-82.46,17,6.34,345.3,83.7,163.8,253.5,73.9,-173.4,-0.483946992,0.831201001,-0.273679017,329.7909151,15.88330766,74.11669234,-0.840647699,-0.528461224,-0.118491266,237.845062,6.805037243,83.19496276,0.243118807,-0.172724144,-0.954494429,125.3919508,72.64875154,17.35124846,TRANSCURRENTE,-0.872504932,-0.474141085,0.118005823,241.4792326,6.777026884,83.22297312,0.43028842,-0.860046057,-0.274176321,153.4208064,15.91293429,74.08706571,-0.231488701,0.188443653,-0.954411845,309.1473535,72.63289253,17.36710747,TRANSCURRENTE,1
61,7.23,-82.23,15,5.18,190,66.1,-65.1,58.9,34,133.5,-0.135812833,-0.944252626,0.299903071,188.1847788,17.45178146,72.54821854,0.360331304,-0.329054896,-0.872859798,132.4023585,60.79268656,29.20731344,-0.922884731,0.010481097,-0.384933658,270.6506737,22.63962171,67.36037829,NORMAL,-0.225884944,-0.432181843,-0.873037712,207.5943499,60.81358342,29.18641658,-0.451266641,0.840665794,-0.299398467,331.7732425,17.42147722,72.57852278,-0.863327523,-0.32634319,0.384922994,249.2930951,22.63895971,67.36104029,INVERSA,1
62,5.09,-82.52,15,5.48,355.8,71.3,97.7,198.7,20.2,-111.6,-0.06188866,0.450858774,-0.890447169,352.1839477,62.92949177,27.07050823,-0.159995445,-0.885101435,-0.437031929,190.246429,25.91465932,64.08534068,0.985175746,-0.115420171,-0.126913092,96.68213657,7.291247877,82.70875212,INVERSA,-0.522666275,0.732258228,0.436598045,324.4817724,25.88702364,64.11297636,-0.36610281,0.269711393,-0.890631516,306.3794248,62.95271045,27.04728955,0.769927722,0.625342828,-0.127112745,50.9161586,7.302780562,82.69721944,NORMAL,1
63,5.49,-82.52,15,6.12,353.3,74.2,108,223.3,23.8,-137.5,-0.158997393,0.51938018,-0.839621378,342.9791254,57.10015963,32.89984037,-0.317760801,-0.832108302,-0.45455896,200.9005732,27.03656052,62.96343948,0.934744833,-0.194525072,-0.297341712,101.7557499,17.29800995,72.70199005,INVERSA,-0.874874493,0.168231161,0.45419478,280.8846471,27.01313689,62.98686311,-0.483478486,-0.247108192,-0.839753592,242.9282049,57.11410865,32.88589135,0.029037471,0.954272402,-0.297524801,1.742910442,17.30899745,72.69100255,NORMAL,1
64,7.96,-82.88,15,5.38,336.3,12,66,131.8,79.1,-85.1,-0.068468975,0.559554679,0.825960387,353.0237774,55.68598096,34.31401904,0.049716346,0.828788355,-0.557349216,3.432875691,33.87267586,56.12732414,0.996413711,-0.002902602,0.084565303,90.16690496,4.851028576,85.14897142,INVERSA,-0.65719263,-0.506577464,0.558101352,232.3742324,33.92459503,56.07540497,-0.37804939,-0.41903573,-0.825522692,222.0564275,55.64152013,34.35847987,-0.6520556,0.753517305,-0.083875892,319.1287519,4.811387378,85.18861262,NORMAL,1
65,5.78,-82.6,15,6.09,346.6,81.9,148.6,251.7,58.9,-170.5,-0.436914592,0.770369779,-0.464366282,330.4402956,27.66921659,62.33078341,-0.761385963,-0.591618479,-0.265101848,232.1517804,15.37300473,74.62699527,0.478954126,-0.237735103,-0.845035482,116.3981006,57.67573772,32.32426228,OBLICUA,-0.851065947,-0.453096067,0.265312472,241.969763,15.38552077,74.61447923,0.298635636,-0.833323513,-0.465175967,160.2839967,27.72161091,62.27838909,-0.431860523,0.316663666,-0.844523897,306.2508999,57.62096117,32.37903883,TRANSCURRENTE,1
66,5.03,-82.63,15,5.28,359.1,56.2,85.9,171.8,34,-83.9,-0.053616804,-0.194422855,0.979451373,195.4174817,78.36475497,11.63524503,0.035157729,-0.980621671,-0.192730569,177.9466831,11.11218013,78.88781987,-0.997942469,-0.024101689,-0.059413266,268.6164967,3.406135294,86.59386471,INVERSA,-0.213906856,-0.957588844,-0.193047824,192.5920439,11.1307054,78.8692946,0.101113301,0.174855799,-0.979388355,30.03936873,78.3468657,11.6531343,-0.971606895,0.229017586,-0.059422115,283.2631031,3.406643187,86.59335681,NORMAL,1
67,7.48,-82.83,16,6.02,341.5,76.2,151.5,244.1,62.4,-164.4,-0.396950452,0.772065682,-0.496331463,332.790456,29.75758691,60.24241309,-0.832733897,-0.530353747,-0.158994212,237.5076479,9.148521543,80.85147846,0.385985226,-0.350199209,-0.853449424,132.2170356,58.58885368,31.41114632,OBLICUA,-0.94043639,-0.300452613,0.159083701,252.2822485,9.153714966,80.84628503,0.186962392,-0.847888048,-0.496115835,167.5650607,29.74335672,60.25664328,-0.283944468,0.436822716,-0.853558114,326.9752378,58.60080464,31.39919536,TRANSCURRENTE,1
68,7.93,-82.6,15,5.25,258.6,44.2,-139.3,20.3,63,53.6,-0.913253002,-0.362726947,0.18546729,248.3379531,10.68837763,79.31162237,0.053235897,-0.557605293,-0.828397414,174.5463662,55.93446394,34.06553606,-0.403899608,0.746662908,-0.528544802,331.5892848,31.90718562,58.09281438,NORMAL,-0.264609448,-0.494144216,0.828132437,208.1686187,55.90736941,34.09263059,0.701773872,-0.687664787,-0.186092916,134.4182087,10.72485842,79.27514158,-0.661434254,-0.531919764,-0.5287401,231.1940569,31.92036789,58.07963211,INVERSA,1
69,7.76,-82.91,15,5.17,270.4,90,-180,180.4,90,-180,-0.702153053,-0.712026046,-4.32978E-17,224.6,0,90,0.712026046,-0.702153053,-1.29893E-16,134.6,0,90,-6.20858E-17,1.22034E-16,-1,333.0349488,90,0,TRANSCURRENTE,-0.712026046,0.702153053,-4.32978E-17,314.6,0,90,-0.702153053,-0.712026046,-1.29893E-16,224.6,0,90,1.22034E-16,6.20858E-17,-1,63.03494882,90,0,TRANSCURRENTE,1
70,7.78,-82.82,15,5.91,0.9,65.6,-94.9,169.2,24.9,79.3,-0.07507765,0.933927912,0.3494882,355.4039259,20.45601433,69.54398567,0.054848177,0.353814387,-0.933706087,8.811831605,69.02009976,20.97990024,0.995668129,0.050931668,0.077787796,87.0716866,4.461419459,85.53858054,NORMAL,-0.066654909,0.351218879,-0.933917781,349.2541063,69.05400249,20.94599751,-0.044918401,-0.936106654,-0.348836165,182.7471894,20.41614631,69.58385369,0.996764496,-0.01869845,-0.078172294,91.07469382,4.48351687,85.51648313,INVERSA,1
71,7.05,-82.02,15,5.1,109,58.8,50.8,231.4,48.5,-43.8,-0.448984788,0.318065731,-0.835013084,305.3141739,56.61720065,33.38279935,0.694778528,0.711895024,-0.102412262,44.30285562,5.878096261,84.12190374,-0.561867829,0.62613071,0.540615277,318.0963059,32.72553324,57.27446676,INVERSA,-0.348928824,0.931582923,0.101989871,339.466323,5.853767639,84.14623236,0.478844638,0.270780049,-0.835096388,60.51243851,56.62587611,33.37412389,0.805578356,0.242551898,0.540566452,73.24345692,32.72220801,57.27779199,NORMAL,1
72,7.45,-81.76,23,5.46,213.1,87.2,168.8,122.5,78.8,-177.1,-0.963102702,0.207230746,0.17172246,282.1431863,9.887981638,80.11201836,0.191719928,0.976068039,-0.102638453,11.11260406,5.891124707,84.10887529,0.188882648,0.065928754,0.97978403,70.75865762,78.45964167,11.54035833,TRANSCURRENTE,-0.211428873,-0.972030111,-0.102251138,192.271414,5.868815805,84.1311842,-0.958591283,0.226645065,-0.172437716,283.302473,9.929583364,80.07041664,-0.190789368,-0.061558737,0.979698902,252.1175552,78.43528689,11.56471311,TRANSCURRENTE,1
73,6.91,-82.37,23,6.08,0.6,82.9,-88.3,194.1,7.3,103.4,-0.012713337,-0.789222022,-0.613976361,180.9228804,37.87757844,52.12242156,-0.027409117,0.614070316,-0.788775245,357.444291,52.07120314,37.92879686,-0.999543451,-0.006800585,0.029438761,269.6101832,1.686960512,88.31303949,OBLICUA,-0.014607923,-0.614505227,0.788777493,181.3617699,52.07141268,37.92858732,0.02916884,-0.788787827,-0.61397308,177.8822058,37.87734028,52.12265972,-0.999467752,-0.014038853,-0.029446957,269.1952575,1.687430264,88.31256974,OBLICUA,1
74,5.48,-82.62,15,5.87,97.5,74,76.5,236.4,20.8,-50.9,-0.50754724,0.099675327,-0.855839137,281.1107088,58.85256301,31.14743699,0.840251981,0.277116461,-0.46602905,71.74736097,27.77684075,62.22315925,-0.190715515,0.955652288,0.224402086,348.7139904,12.96772119,77.03227881,INVERSA,-0.389632288,0.794282008,0.466157454,333.8699001,27.78515625,62.21484375,0.028658329,0.516370387,-0.855885696,3.176631661,58.85772079,31.14227921,0.920524514,0.320121408,0.22395737,70.82438082,12.94157537,77.05842463,NORMAL,1
75,7.36,-82.16,15,5.11,113.9,60.5,37.6,224.7,57.9,-35.5,-0.595403817,0.34892989,-0.72370037,300.3719683,46.36084107,43.63915893,0.529922878,0.847606041,-0.027308293,32.01360242,1.564844484,88.43515552,-0.603884126,0.399764845,0.689573804,303.5041339,43.59638122,46.40361878,TRANSCURRENTE-INVERSA,-0.165636264,0.985791861,0.027911185,350.462051,1.599400794,88.40059921,0.677038545,0.134246052,-0.723599893,78.78462517,46.35249976,43.64750024,0.717065852,0.100957435,0.689655102,81.98586501,43.60281341,46.39718659,NORMAL-TRANSCURRENTE,1
76,7.61,-82.16,15,5.69,28.5,83.6,-24.6,295.6,65.6,173,-0.214059525,-0.953158324,-0.213700089,192.6574326,12.33927557,77.66072443,-0.88465848,0.281931306,-0.371340965,287.6765306,21.79834186,68.20165814,-0.414195477,-0.109562525,0.903569676,255.1835331,64.6313262,25.3686738,TRANSCURRENTE,-0.245377757,-0.895798635,0.37058678,195.318742,21.75181004,68.24818996,0.916093421,-0.339314888,-0.213631108,110.3242933,12.3352298,77.6647702,-0.317116066,-0.287071789,-0.903895563,227.846786,64.67494231,25.32505769,OBLICUA,1
77,6.09,-82.57,18,5.36,348,79.9,124.2,243.5,35.5,-162.4,-0.265353699,0.663252189,-0.699774212,338.1946568,44.40889182,45.59110818,-0.554828678,-0.698620514,-0.45176821,218.4558115,26.85718717,63.14281283,0.788512874,-0.268376436,-0.553372873,108.7964027,33.59871528,56.40128472,OBLICUA,-0.823993838,-0.342308162,0.451507782,247.4407491,26.84046291,63.15953709,-0.089039736,-0.70874276,-0.699825425,187.1605851,44.41299952,45.58700048,-0.559558827,0.616853972,-0.553520638,317.7882884,33.60888035,56.39111965,OBLICUA,1
78,5.31,-82.57,12,5.79,350.1,80.4,126.3,247.3,37.4,-164.1,-0.308853063,0.665172447,-0.679820124,335.0936015,42.82958849,47.17041151,-0.548592542,-0.708472832,-0.443973501,217.7517325,26.35768231,63.64231769,0.776953028,-0.235821675,-0.583722648,106.8841533,35.71280213,54.28719787,OBLICUA,-0.800620058,-0.402248631,0.444076076,243.3240686,26.36424155,63.63575845,-0.008197525,-0.733726157,-0.679395854,180.6401081,42.79645097,47.20354903,-0.599116286,0.547578273,-0.584138435,312.4265817,35.74214772,54.25785228,OBLICUA,1
79,5.5,-82.57,20,5.43,355.6,81.4,101.1,228.3,14,-141.8,-0.090054093,0.604086207,-0.791814445,351.5210792,52.35539894,37.64460106,-0.197331283,-0.790105303,-0.580339534,194.0229309,35.4744272,54.5255728,0.9761919,-0.10398781,-0.190357323,96.08044255,10.97363788,79.02636212,OBLICUA,-0.814174083,-0.018846377,0.580314895,268.6739629,35.47269373,54.52730627,-0.558727339,-0.246441123,-0.791890481,246.1988836,52.36253246,37.63746754,-0.157937721,0.968974503,-0.190115989,350.7425002,10.95955328,79.04044672,OBLICUA,1
80,5.3,-82.61,15,5.69,355.2,78.6,100.1,217.2,15.2,-131,-0.077080255,0.563985345,-0.822179521,352.2175641,55.30357106,34.69642894,-0.19308392,-0.81746545,-0.542649829,193.2895962,32.86420704,57.13579296,0.978149904,-0.116922057,-0.171906947,96.8164446,9.898711502,80.1012885,INVERSA,-0.792966426,0.277403142,0.542449761,289.281349,32.85056094,57.14943906,-0.568786218,-0.017943375,-0.822289653,268.1931018,55.31465799,34.68534201,0.218372354,0.960586036,-0.172011578,12.80751852,9.904797089,80.09520291,NORMAL,1
81,5.34,-82.48,24,6.47,0.4,85.7,-88.9,194.8,4.4,104.3,-0.008281646,-0.758200859,-0.651968459,180.6258032,40.69018021,49.30981979,-0.018126848,0.651997515,-0.758004392,358.4074718,49.28858393,40.71141607,-0.999801396,-0.005540609,0.019143404,269.6824867,1.096903268,88.90309673,OBLICUA,-0.008202827,-0.652678646,0.757590456,180.7200521,49.2522358,40.7477642,0.019512294,-0.75757617,-0.652455069,178.5246038,40.7269603,49.2730397,-0.999775967,-0.009430351,-0.018949524,269.4595756,1.085792749,88.91420725,OBLICUA,1
82,5.22,-82.42,15,5.74,140.5,54.9,-16.9,40.6,76.2,143.7,-0.96522334,-0.107252035,-0.238413309,263.6595152,13.79291146,76.20708854,0.229256396,-0.785547259,-0.574766917,163.7304895,35.0833109,54.9166891,0.125639999,0.609436219,-0.782816763,11.64877059,51.51920404,38.48079596,TRANSCURRENTE,-0.814592897,0.074710489,-0.575201491,275.2402294,35.11374395,54.88625605,0.079174732,-0.968066095,-0.23786424,175.3243857,13.7605203,76.2394797,0.574604015,0.239303944,-0.782664582,67.38985512,51.50519363,38.49480637,OBLICUA,1
83,6.77,-82.36,20,6.05,357.5,82.4,95.2,212,9.2,-124.2,-0.037515765,0.609977707,-0.791530015,356.4805421,52.32872454,37.67127546,-0.098661006,-0.79047856,-0.604491234,187.1143957,37.19224037,52.80775963,0.994413683,-0.055415197,-0.089836422,93.18959442,5.154196638,84.84580336,OBLICUA,-0.702896523,0.374844062,0.604506747,298.0703239,37.19335613,52.80664387,-0.583078521,0.183095177,-0.791514747,287.4330508,52.32729309,37.67270691,0.407376873,0.908827863,-0.089866558,24.14403426,5.155930321,84.84406968,OBLICUA,1
84,6.61,-82.63,15,5.82,341.5,72,143.3,238.5,55.4,-157.9,-0.365692156,0.693801583,-0.620410034,332.2069743,38.34608353,51.65391647,-0.792465975,-0.581690911,-0.18339401,233.7203496,10.56751406,79.43248594,0.488125932,-0.424588092,-0.762533951,131.0178256,49.68809755,40.31190245,OBLICUA,-0.967395721,-0.175562691,0.182546596,259.7139273,10.51812707,79.48187293,0.025154693,-0.783798367,-0.62050573,178.1618191,38.35307496,51.64692504,-0.252017379,0.595682685,-0.762659413,337.0680805,49.69921008,40.30078992,TRANSCURRENTE,1
85,7.44,-82.33,18,6.06,351.2,78.6,116.1,239.2,28.3,-155.4,-0.220580561,0.608553066,-0.762238403,340.0760775,49.66192989,40.33807011,-0.432666782,-0.761440579,-0.482708711,209.6061623,28.86246216,61.13753784,0.874153117,-0.223319079,-0.431259687,104.3307835,25.54752962,64.45247038,OBLICUA,-0.839775282,-0.247888263,0.483041286,253.5542406,28.88422233,61.11577767,-0.263875333,-0.591193534,-0.762141728,204.0532804,49.65337347,40.34662653,-0.474496874,0.767490466,-0.431058119,328.2737925,25.53472976,64.46527024,OBLICUA,1
86,6.6,-82.35,15,6,352.4,76.3,110.3,229.8,24.3,-144.9,-0.173080125,0.557710986,-0.811789213,342.7587837,54.27111255,35.72888745,-0.354797488,-0.804197303,-0.476849495,203.8062155,28.47983892,61.52016108,0.918782897,-0.205487604,-0.337065027,102.6068475,19.69816019,70.30183981,INVERSA,-0.878700582,-0.014866753,0.477141768,269.030704,28.49889215,61.50110785,-0.434194828,-0.390503239,-0.811777107,228.0326317,54.26992472,35.73007528,-0.198393896,0.920481504,-0.336680356,347.8369482,19.67475198,70.32524802,NORMAL,1
87,5.21,-82.57,18,5.22,350.8,72.7,111,223,27,-139,-0.173592213,0.513163806,-0.840552587,341.3104342,57.19851753,32.80148247,-0.389469495,-0.819702791,-0.420001007,205.4140293,24.83465107,65.16534893,0.904532617,-0.254460688,-0.34215567,105.7122119,20.00826367,69.99173633,INVERSA,-0.891127449,0.173122258,0.419428843,280.9940912,24.79853319,65.20146681,-0.453257548,-0.296435723,-0.840644668,236.8148458,57.20825771,32.79174229,0.021200611,0.939230827,-0.342630979,1.293078619,20.03724886,69.96275114,NORMAL,1
88,6.19,-82.52,21,4.73,82.2,81.6,-127.2,183.1,38,13.7,-0.832587029,-0.317458283,0.453893244,249.1285806,26.99374619,63.00625381,-0.553511158,0.507330117,-0.660485844,312.507347,41.33693657,48.66306343,0.02059701,0.801146922,0.598113177,1.472715947,36.73488308,53.26511692,OBLICUA,-0.669577771,-0.340077971,-0.660312488,243.0740243,41.32370926,48.67629074,0.716662939,-0.52932475,-0.454103007,126.4494459,27.00723496,62.99276504,0.195089313,0.777278768,-0.598145365,14.08962518,36.73718432,53.26281568,OBLICUA,1
89,5.02,-82.58,21,5.1,0.8,82.1,-87.6,197.8,8.3,106.8,-0.018472852,-0.797834369,-0.602593621,181.3263748,37.05587881,52.94412119,-0.038030961,0.602821004,-0.796969563,356.39009,52.84168358,37.15831642,-0.9991058,-0.008194914,0.041478231,269.5300563,2.37720957,87.62279043,OBLICUA,-0.021030674,-0.603059379,0.797419021,181.9972838,52.88433907,37.11566093,0.041377175,-0.797437068,-0.60198177,177.0297176,37.0119637,52.9880363,-0.998922239,-0.020334864,-0.041723532,268.8338021,2.391276453,87.60872355,OBLICUA,1
90,5.49,-82.47,24,4.83,104.4,76.4,41.5,206.2,49.9,-17.9,-0.690679239,0.369433149,-0.621676232,298.1416056,38.43864538,51.56135462,0.640696846,0.711272427,-0.289135066,42.01175472,16.80618079,73.19381921,-0.335365084,0.598005589,0.727955752,330.7160329,46.71529016,43.28470984,OBLICUA,-0.303137635,-0.907997194,-0.289220798,198.4617446,16.81131209,73.18868791,0.780741987,-0.062623011,-0.621707575,94.58585454,38.44093815,51.55906185,-0.546396856,0.414269785,-0.727894925,307.1688509,46.71020723,43.28979277,TRANSCURRENTE,1
91,6.1,-82.54,20,4.88,94.4,84,75,205.7,16.1,-22.1,-0.644017279,0.133999251,-0.753183872,281.7537065,48.86693256,41.13306744,0.758303869,0.241901983,-0.605358302,72.30710805,37.2546294,52.7453706,-0.101079113,0.96100345,0.257401207,353.9956611,14.91591468,75.08408532,OBLICUA,-0.394466286,-0.69111932,-0.605599236,209.716185,37.27197479,52.72802521,0.564539636,0.337733002,-0.753147674,59.11023849,48.86377979,41.13622021,-0.725045756,0.638976138,-0.256939966,311.38943,14.88856772,75.11143228,OBLICUA,1
